id;alt;Att11;Att12;Att21;Att22;Att31;Att32;choice
42;2;0;1;0;1;0;1;0
42;3;-1;-1;0;1;1;0;0
42;1;1;0;-1;-1;0;1;0
42;2;-1;-1;-1;-1;1;0;0
42;3;0;1;0;1;-1;-1;1
42;1;0;1;0;1;-1;-1;1
42;2;-1;-1;-1;-1;1;0;0
42;3;-1;-1;1;0;0;1;0
42;1;1;0;0;1;-1;-1;0
42;2;-1;-1;1;0;-1;-1;1
42;3;0;1;-1;-1;0;1;0
42;1;1;0;0;1;-1;-1;1
42;2;0;1;1;0;0;1;0
42;3;0;1;-1;-1;1;0;0
42;1;-1;-1;1;0;1;0;0
42;2;0;1;0;1;0;1;0
42;3;1;0;1;0;-1;-1;1
43;1;-1;-1;0;1;0;1;1
43;2;1;0;-1;-1;-1;-1;0
43;3;0;1;1;0;-1;-1;0
43;1;1;0;0;1;0;1;0
43;2;-1;-1;0;1;1;0;1
43;3;0;1;1;0;-1;-1;0
43;1;0;1;-1;-1;1;0;0
43;2;1;0;0;1;0;1;0
43;3;-1;-1;1;0;0;1;1
43;1;-1;-1;0;1;1;0;0
43;2;0;1;1;0;0;1;1
43;3;1;0;-1;-1;0;1;0
43;1;1;0;1;0;-1;-1;0
43;2;-1;-1;1;0;0;1;1
43;3;0;1;-1;-1;1;0;0
43;1;0;1;0;1;0;1;1
43;2;-1;-1;1;0;1;0;0
43;3;1;0;-1;-1;1;0;0
43;1;0;1;-1;-1;1;0;0
43;2;1;0;0;1;-1;-1;0
43;3;-1;-1;1;0;0;1;1
43;1;-1;-1;0;1;1;0;0
43;2;1;0;-1;-1;0;1;0
43;3;0;1;1;0;-1;-1;1
43;1;1;0;-1;-1;0;1;0
43;2;0;1;1;0;-1;-1;1
43;3;0;1;0;1;1;0;0
43;1;0;1;0;1;1;0;0
43;2;-1;-1;1;0;0;1;1
43;3;1;0;0;1;-1;-1;0
43;1;-1;-1;1;0;-1;-1;1
43;2;0;1;0;1;0;1;0
43;3;1;0;-1;-1;0;1;0
43;1;1;0;-1;-1;1;0;0
43;2;-1;-1;0;1;1;0;0
43;3;0;1;1;0;-1;-1;1
43;1;1;0;-1;-1;-1;-1;0
43;2;0;1;0;1;0;1;1
43;3;-1;-1;0;1;1;0;0
43;1;1;0;-1;-1;0;1;0
43;2;-1;-1;-1;-1;1;0;0
43;3;0;1;0;1;-1;-1;1
43;1;0;1;0;1;-1;-1;1
43;2;-1;-1;-1;-1;1;0;0
43;3;-1;-1;1;0;0;1;0
43;1;1;0;0;1;-1;-1;0
43;2;-1;-1;1;0;-1;-1;1
43;3;0;1;-1;-1;0;1;0
43;1;1;0;0;1;-1;-1;1
43;2;0;1;1;0;0;1;0
43;3;0;1;-1;-1;1;0;0
43;1;-1;-1;1;0;1;0;1
43;2;0;1;0;1;0;1;0
43;3;1;0;1;0;-1;-1;0
44;1;-1;-1;0;1;0;1;0
44;2;1;0;-1;-1;-1;-1;1
44;3;0;1;1;0;-1;-1;0
44;1;1;0;0;1;0;1;0
44;2;-1;-1;0;1;1;0;1
44;3;0;1;1;0;-1;-1;0
44;1;0;1;-1;-1;1;0;1
44;2;1;0;0;1;0;1;0
44;3;-1;-1;1;0;0;1;0
44;1;-1;-1;0;1;1;0;1
44;2;0;1;1;0;0;1;0
44;3;1;0;-1;-1;0;1;0
44;1;1;0;1;0;-1;-1;0
44;2;-1;-1;1;0;0;1;0
44;3;0;1;-1;-1;1;0;1
44;1;0;1;0;1;0;1;0
44;2;-1;-1;1;0;1;0;0
44;3;1;0;-1;-1;1;0;1
44;1;0;1;-1;-1;1;0;1
44;2;1;0;0;1;-1;-1;0
44;3;-1;-1;1;0;0;1;0
44;1;-1;-1;0;1;1;0;0
44;2;1;0;-1;-1;0;1;1
44;3;0;1;1;0;-1;-1;0
44;1;1;0;-1;-1;0;1;0
44;2;0;1;1;0;-1;-1;1
44;3;0;1;0;1;1;0;0
44;1;0;1;0;1;1;0;1
44;2;-1;-1;1;0;0;1;0
44;3;1;0;0;1;-1;-1;0
44;1;-1;-1;1;0;-1;-1;0
44;2;0;1;0;1;0;1;0
44;3;1;0;-1;-1;0;1;1
44;1;1;0;-1;-1;1;0;0
44;2;-1;-1;0;1;1;0;0
44;3;0;1;1;0;-1;-1;1
44;1;1;0;-1;-1;-1;-1;1
44;2;0;1;0;1;0;1;0
44;3;-1;-1;0;1;1;0;0
44;1;1;0;-1;-1;0;1;0
44;2;-1;-1;-1;-1;1;0;1
44;3;0;1;0;1;-1;-1;0
44;1;0;1;0;1;-1;-1;0
44;2;-1;-1;-1;-1;1;0;1
44;3;-1;-1;1;0;0;1;0
44;1;1;0;0;1;-1;-1;0
44;2;-1;-1;1;0;-1;-1;0
44;3;0;1;-1;-1;0;1;1
44;1;1;0;0;1;-1;-1;0
44;2;0;1;1;0;0;1;0
44;3;0;1;-1;-1;1;0;1
44;1;-1;-1;1;0;1;0;0
44;2;0;1;0;1;0;1;1
44;3;1;0;1;0;-1;-1;0
45;1;-1;-1;0;1;0;1;1
45;2;1;0;-1;-1;-1;-1;0
45;3;0;1;1;0;-1;-1;0
45;1;1;0;0;1;0;1;0
45;2;-1;-1;0;1;1;0;1
45;3;0;1;1;0;-1;-1;0
45;1;0;1;-1;-1;1;0;1
45;2;1;0;0;1;0;1;0
45;3;-1;-1;1;0;0;1;0
45;1;-1;-1;0;1;1;0;1
45;2;0;1;1;0;0;1;0
45;3;1;0;-1;-1;0;1;0
45;1;1;0;1;0;-1;-1;0
45;2;-1;-1;1;0;0;1;0
45;3;0;1;-1;-1;1;0;1
45;1;0;1;0;1;0;1;0
45;2;-1;-1;1;0;1;0;1
45;3;1;0;-1;-1;1;0;0
45;1;0;1;-1;-1;1;0;0
45;2;1;0;0;1;-1;-1;1
45;3;-1;-1;1;0;0;1;0
45;1;-1;-1;0;1;1;0;1
45;2;1;0;-1;-1;0;1;0
45;3;0;1;1;0;-1;-1;0
45;1;1;0;-1;-1;0;1;0
45;2;0;1;1;0;-1;-1;1
45;3;0;1;0;1;1;0;0
45;1;0;1;0;1;1;0;1
45;2;-1;-1;1;0;0;1;0
45;3;1;0;0;1;-1;-1;0
45;1;-1;-1;1;0;-1;-1;0
45;2;0;1;0;1;0;1;1
45;3;1;0;-1;-1;0;1;0
45;1;1;0;-1;-1;1;0;0
45;2;-1;-1;0;1;1;0;1
45;3;0;1;1;0;-1;-1;0
45;1;1;0;-1;-1;-1;-1;0
45;2;0;1;0;1;0;1;0
45;3;-1;-1;0;1;1;0;1
45;1;1;0;-1;-1;0;1;0
45;2;-1;-1;-1;-1;1;0;0
45;3;0;1;0;1;-1;-1;1
45;1;0;1;0;1;-1;-1;0
45;2;-1;-1;-1;-1;1;0;1
45;3;-1;-1;1;0;0;1;0
45;1;1;0;0;1;-1;-1;0
45;2;-1;-1;1;0;-1;-1;1
45;3;0;1;-1;-1;0;1;0
45;1;1;0;0;1;-1;-1;0
45;2;0;1;1;0;0;1;0
45;3;0;1;-1;-1;1;0;1
45;1;-1;-1;1;0;1;0;0
45;2;0;1;0;1;0;1;1
45;3;1;0;1;0;-1;-1;0
46;1;-1;-1;0;1;0;1;1
46;2;1;0;-1;-1;-1;-1;0
46;3;0;1;1;0;-1;-1;0
46;1;1;0;0;1;0;1;0
46;2;-1;-1;0;1;1;0;0
46;3;0;1;1;0;-1;-1;1
46;1;0;1;-1;-1;1;0;0
46;2;1;0;0;1;0;1;0
46;3;-1;-1;1;0;0;1;1
46;1;-1;-1;0;1;1;0;0
46;2;0;1;1;0;0;1;0
46;3;1;0;-1;-1;0;1;1
46;1;1;0;1;0;-1;-1;0
46;2;-1;-1;1;0;0;1;1
46;3;0;1;-1;-1;1;0;0
46;1;0;1;0;1;0;1;0
46;2;-1;-1;1;0;1;0;1
46;3;1;0;-1;-1;1;0;0
46;1;0;1;-1;-1;1;0;0
46;2;1;0;0;1;-1;-1;0
46;3;-1;-1;1;0;0;1;1
46;1;-1;-1;0;1;1;0;1
46;2;1;0;-1;-1;0;1;0
46;3;0;1;1;0;-1;-1;0
46;1;1;0;-1;-1;0;1;1
46;2;0;1;1;0;-1;-1;0
46;3;0;1;0;1;1;0;0
46;1;0;1;0;1;1;0;0
46;2;-1;-1;1;0;0;1;1
46;3;1;0;0;1;-1;-1;0
46;1;-1;-1;1;0;-1;-1;1
46;2;0;1;0;1;0;1;0
46;3;1;0;-1;-1;0;1;0
46;1;1;0;-1;-1;1;0;0
46;2;-1;-1;0;1;1;0;1
46;3;0;1;1;0;-1;-1;0
46;1;1;0;-1;-1;-1;-1;1
46;2;0;1;0;1;0;1;0
46;3;-1;-1;0;1;1;0;0
46;1;1;0;-1;-1;0;1;0
46;2;-1;-1;-1;-1;1;0;1
46;3;0;1;0;1;-1;-1;0
46;1;0;1;0;1;-1;-1;0
46;2;-1;-1;-1;-1;1;0;0
46;3;-1;-1;1;0;0;1;1
46;1;1;0;0;1;-1;-1;0
46;2;-1;-1;1;0;-1;-1;1
46;3;0;1;-1;-1;0;1;0
46;1;1;0;0;1;-1;-1;1
46;2;0;1;1;0;0;1;0
46;3;0;1;-1;-1;1;0;0
46;1;-1;-1;1;0;1;0;0
46;2;0;1;0;1;0;1;1
46;3;1;0;1;0;-1;-1;0
47;1;-1;-1;0;1;0;1;0
47;2;1;0;-1;-1;-1;-1;1
47;3;0;1;1;0;-1;-1;0
47;1;1;0;0;1;0;1;0
47;2;-1;-1;0;1;1;0;0
47;3;0;1;1;0;-1;-1;1
47;1;0;1;-1;-1;1;0;1
47;2;1;0;0;1;0;1;0
47;3;-1;-1;1;0;0;1;0
47;1;-1;-1;0;1;1;0;0
47;2;0;1;1;0;0;1;0
47;3;1;0;-1;-1;0;1;1
47;1;1;0;1;0;-1;-1;0
47;2;-1;-1;1;0;0;1;0
47;3;0;1;-1;-1;1;0;1
47;1;0;1;0;1;0;1;0
47;2;-1;-1;1;0;1;0;0
47;3;1;0;-1;-1;1;0;1
47;1;0;1;-1;-1;1;0;0
47;2;1;0;0;1;-1;-1;0
47;3;-1;-1;1;0;0;1;1
47;1;-1;-1;0;1;1;0;0
47;2;1;0;-1;-1;0;1;1
47;3;0;1;1;0;-1;-1;0
47;1;1;0;-1;-1;0;1;1
47;2;0;1;1;0;-1;-1;0
47;3;0;1;0;1;1;0;0
47;1;0;1;0;1;1;0;0
47;2;-1;-1;1;0;0;1;1
47;3;1;0;0;1;-1;-1;0
47;1;-1;-1;1;0;-1;-1;1
47;2;0;1;0;1;0;1;0
47;3;1;0;-1;-1;0;1;0
47;1;1;0;-1;-1;1;0;0
47;2;-1;-1;0;1;1;0;0
47;3;0;1;1;0;-1;-1;1
47;1;1;0;-1;-1;-1;-1;1
47;2;0;1;0;1;0;1;0
47;3;-1;-1;0;1;1;0;0
47;1;1;0;-1;-1;0;1;0
47;2;-1;-1;-1;-1;1;0;1
47;3;0;1;0;1;-1;-1;0
47;1;0;1;0;1;-1;-1;0
47;2;-1;-1;-1;-1;1;0;1
47;3;-1;-1;1;0;0;1;0
47;1;1;0;0;1;-1;-1;0
47;2;-1;-1;1;0;-1;-1;0
47;3;0;1;-1;-1;0;1;1
47;1;1;0;0;1;-1;-1;0
47;2;0;1;1;0;0;1;0
47;3;0;1;-1;-1;1;0;1
47;1;-1;-1;1;0;1;0;0
47;2;0;1;0;1;0;1;1
47;3;1;0;1;0;-1;-1;0
48;1;-1;-1;0;1;0;1;1
48;2;1;0;-1;-1;-1;-1;0
48;3;0;1;1;0;-1;-1;0
48;1;1;0;0;1;0;1;0
48;2;-1;-1;0;1;1;0;1
48;3;0;1;1;0;-1;-1;0
48;1;0;1;-1;-1;1;0;0
48;2;1;0;0;1;0;1;0
48;3;-1;-1;1;0;0;1;1
48;1;-1;-1;0;1;1;0;0
48;2;0;1;1;0;0;1;1
48;3;1;0;-1;-1;0;1;0
48;1;1;0;1;0;-1;-1;0
48;2;-1;-1;1;0;0;1;1
48;3;0;1;-1;-1;1;0;0
48;1;0;1;0;1;0;1;1
48;2;-1;-1;1;0;1;0;0
48;3;1;0;-1;-1;1;0;0
48;1;0;1;-1;-1;1;0;0
48;2;1;0;0;1;-1;-1;0
48;3;-1;-1;1;0;0;1;1
48;1;-1;-1;0;1;1;0;1
48;2;1;0;-1;-1;0;1;0
48;3;0;1;1;0;-1;-1;0
48;1;1;0;-1;-1;0;1;0
48;2;0;1;1;0;-1;-1;1
48;3;0;1;0;1;1;0;0
48;1;0;1;0;1;1;0;0
48;2;-1;-1;1;0;0;1;1
48;3;1;0;0;1;-1;-1;0
48;1;-1;-1;1;0;-1;-1;1
48;2;0;1;0;1;0;1;0
48;3;1;0;-1;-1;0;1;0
48;1;1;0;-1;-1;1;0;0
48;2;-1;-1;0;1;1;0;1
48;3;0;1;1;0;-1;-1;0
48;1;1;0;-1;-1;-1;-1;0
48;2;0;1;0;1;0;1;1
48;3;-1;-1;0;1;1;0;0
48;1;1;0;-1;-1;0;1;0
48;2;-1;-1;-1;-1;1;0;1
48;3;0;1;0;1;-1;-1;0
48;1;0;1;0;1;-1;-1;0
48;2;-1;-1;-1;-1;1;0;1
48;3;-1;-1;1;0;0;1;0
48;1;1;0;0;1;-1;-1;0
48;2;-1;-1;1;0;-1;-1;0
48;3;0;1;-1;-1;0;1;1
48;1;1;0;0;1;-1;-1;0
48;2;0;1;1;0;0;1;0
48;3;0;1;-1;-1;1;0;1
48;1;-1;-1;1;0;1;0;0
48;2;0;1;0;1;0;1;1
48;3;1;0;1;0;-1;-1;0
49;1;-1;-1;0;1;0;1;0
49;2;1;0;-1;-1;-1;-1;1
49;3;0;1;1;0;-1;-1;0
49;1;1;0;0;1;0;1;0
49;2;-1;-1;0;1;1;0;0
49;3;0;1;1;0;-1;-1;1
49;1;0;1;-1;-1;1;0;1
49;2;1;0;0;1;0;1;0
49;3;-1;-1;1;0;0;1;0
49;1;-1;-1;0;1;1;0;0
49;2;0;1;1;0;0;1;0
49;3;1;0;-1;-1;0;1;1
49;1;1;0;1;0;-1;-1;0
49;2;-1;-1;1;0;0;1;0
49;3;0;1;-1;-1;1;0;1
49;1;0;1;0;1;0;1;0
49;2;-1;-1;1;0;1;0;0
49;3;1;0;-1;-1;1;0;1
49;1;0;1;-1;-1;1;0;1
49;2;1;0;0;1;-1;-1;0
49;3;-1;-1;1;0;0;1;0
49;1;-1;-1;0;1;1;0;0
49;2;1;0;-1;-1;0;1;0
49;3;0;1;1;0;-1;-1;1
49;1;1;0;-1;-1;0;1;0
49;2;0;1;1;0;-1;-1;1
49;3;0;1;0;1;1;0;0
49;1;0;1;0;1;1;0;0
49;2;-1;-1;1;0;0;1;0
49;3;1;0;0;1;-1;-1;1
49;1;-1;-1;1;0;-1;-1;1
49;2;0;1;0;1;0;1;0
49;3;1;0;-1;-1;0;1;0
49;1;1;0;-1;-1;1;0;0
49;2;-1;-1;0;1;1;0;0
49;3;0;1;1;0;-1;-1;1
49;1;1;0;-1;-1;-1;-1;1
49;2;0;1;0;1;0;1;0
49;3;-1;-1;0;1;1;0;0
49;1;1;0;-1;-1;0;1;0
49;2;-1;-1;-1;-1;1;0;0
49;3;0;1;0;1;-1;-1;1
49;1;0;1;0;1;-1;-1;1
49;2;-1;-1;-1;-1;1;0;0
49;3;-1;-1;1;0;0;1;0
49;1;1;0;0;1;-1;-1;0
49;2;-1;-1;1;0;-1;-1;0
49;3;0;1;-1;-1;0;1;1
49;1;1;0;0;1;-1;-1;0
49;2;0;1;1;0;0;1;0
49;3;0;1;-1;-1;1;0;1
49;1;-1;-1;1;0;1;0;0
49;2;0;1;0;1;0;1;0
49;3;1;0;1;0;-1;-1;1
50;1;-1;-1;0;1;0;1;0
50;2;1;0;-1;-1;-1;-1;1
50;3;0;1;1;0;-1;-1;0
50;1;1;0;0;1;0;1;0
50;2;-1;-1;0;1;1;0;0
50;3;0;1;1;0;-1;-1;1
50;1;0;1;-1;-1;1;0;1
50;2;1;0;0;1;0;1;0
50;3;-1;-1;1;0;0;1;0
50;1;-1;-1;0;1;1;0;0
50;2;0;1;1;0;0;1;0
50;3;1;0;-1;-1;0;1;1
50;1;1;0;1;0;-1;-1;1
50;2;-1;-1;1;0;0;1;0
50;3;0;1;-1;-1;1;0;0
50;1;0;1;0;1;0;1;0
50;2;-1;-1;1;0;1;0;0
50;3;1;0;-1;-1;1;0;1
50;1;0;1;-1;-1;1;0;0
50;2;1;0;0;1;-1;-1;0
50;3;-1;-1;1;0;0;1;1
50;1;-1;-1;0;1;1;0;0
50;2;1;0;-1;-1;0;1;1
50;3;0;1;1;0;-1;-1;0
50;1;1;0;-1;-1;0;1;1
50;2;0;1;1;0;-1;-1;0
50;3;0;1;0;1;1;0;0
50;1;0;1;0;1;1;0;0
50;2;-1;-1;1;0;0;1;1
50;3;1;0;0;1;-1;-1;0
50;1;-1;-1;1;0;-1;-1;0
50;2;0;1;0;1;0;1;0
50;3;1;0;-1;-1;0;1;1
50;1;1;0;-1;-1;1;0;1
50;2;-1;-1;0;1;1;0;0
50;3;0;1;1;0;-1;-1;0
50;1;1;0;-1;-1;-1;-1;1
50;2;0;1;0;1;0;1;0
50;3;-1;-1;0;1;1;0;0
50;1;1;0;-1;-1;0;1;1
50;2;-1;-1;-1;-1;1;0;0
50;3;0;1;0;1;-1;-1;0
50;1;0;1;0;1;-1;-1;0
50;2;-1;-1;-1;-1;1;0;1
50;3;-1;-1;1;0;0;1;0
50;1;1;0;0;1;-1;-1;0
50;2;-1;-1;1;0;-1;-1;0
50;3;0;1;-1;-1;0;1;1
50;1;1;0;0;1;-1;-1;0
50;2;0;1;1;0;0;1;0
50;3;0;1;-1;-1;1;0;1
50;1;-1;-1;1;0;1;0;0
50;2;0;1;0;1;0;1;0
50;3;1;0;1;0;-1;-1;1
51;1;-1;-1;0;1;0;1;1
51;2;1;0;-1;-1;-1;-1;0
51;3;0;1;1;0;-1;-1;0
51;1;1;0;0;1;0;1;0
51;2;-1;-1;0;1;1;0;1
51;3;0;1;1;0;-1;-1;0
51;1;0;1;-1;-1;1;0;0
51;2;1;0;0;1;0;1;0
51;3;-1;-1;1;0;0;1;1
51;1;-1;-1;0;1;1;0;1
51;2;0;1;1;0;0;1;0
51;3;1;0;-1;-1;0;1;0
51;1;1;0;1;0;-1;-1;0
51;2;-1;-1;1;0;0;1;1
51;3;0;1;-1;-1;1;0;0
51;1;0;1;0;1;0;1;1
51;2;-1;-1;1;0;1;0;0
51;3;1;0;-1;-1;1;0;0
51;1;0;1;-1;-1;1;0;0
51;2;1;0;0;1;-1;-1;1
51;3;-1;-1;1;0;0;1;0
51;1;-1;-1;0;1;1;0;1
51;2;1;0;-1;-1;0;1;0
51;3;0;1;1;0;-1;-1;0
51;1;1;0;-1;-1;0;1;0
51;2;0;1;1;0;-1;-1;0
51;3;0;1;0;1;1;0;1
51;1;0;1;0;1;1;0;1
51;2;-1;-1;1;0;0;1;0
51;3;1;0;0;1;-1;-1;0
51;1;-1;-1;1;0;-1;-1;0
51;2;0;1;0;1;0;1;1
51;3;1;0;-1;-1;0;1;0
51;1;1;0;-1;-1;1;0;0
51;2;-1;-1;0;1;1;0;1
51;3;0;1;1;0;-1;-1;0
51;1;1;0;-1;-1;-1;-1;0
51;2;0;1;0;1;0;1;0
51;3;-1;-1;0;1;1;0;1
51;1;1;0;-1;-1;0;1;0
51;2;-1;-1;-1;-1;1;0;0
51;3;0;1;0;1;-1;-1;1
51;1;0;1;0;1;-1;-1;1
51;2;-1;-1;-1;-1;1;0;0
51;3;-1;-1;1;0;0;1;0
51;1;1;0;0;1;-1;-1;0
51;2;-1;-1;1;0;-1;-1;1
51;3;0;1;-1;-1;0;1;0
51;1;1;0;0;1;-1;-1;1
51;2;0;1;1;0;0;1;0
51;3;0;1;-1;-1;1;0;0
51;1;-1;-1;1;0;1;0;0
51;2;0;1;0;1;0;1;1
51;3;1;0;1;0;-1;-1;0
52;1;-1;-1;0;1;0;1;0
52;2;1;0;-1;-1;-1;-1;1
52;3;0;1;1;0;-1;-1;0
52;1;1;0;0;1;0;1;0
52;2;-1;-1;0;1;1;0;0
52;3;0;1;1;0;-1;-1;1
52;1;0;1;-1;-1;1;0;1
52;2;1;0;0;1;0;1;0
52;3;-1;-1;1;0;0;1;0
52;1;-1;-1;0;1;1;0;0
52;2;0;1;1;0;0;1;0
52;3;1;0;-1;-1;0;1;1
52;1;1;0;1;0;-1;-1;0
52;2;-1;-1;1;0;0;1;0
52;3;0;1;-1;-1;1;0;1
52;1;0;1;0;1;0;1;1
52;2;-1;-1;1;0;1;0;0
52;3;1;0;-1;-1;1;0;0
52;1;0;1;-1;-1;1;0;1
52;2;1;0;0;1;-1;-1;0
52;3;-1;-1;1;0;0;1;0
52;1;-1;-1;0;1;1;0;0
52;2;1;0;-1;-1;0;1;1
52;3;0;1;1;0;-1;-1;0
52;1;1;0;-1;-1;0;1;1
52;2;0;1;1;0;-1;-1;0
52;3;0;1;0;1;1;0;0
52;1;0;1;0;1;1;0;0
52;2;-1;-1;1;0;0;1;0
52;3;1;0;0;1;-1;-1;1
52;1;-1;-1;1;0;-1;-1;0
52;2;0;1;0;1;0;1;0
52;3;1;0;-1;-1;0;1;1
52;1;1;0;-1;-1;1;0;1
52;2;-1;-1;0;1;1;0;0
52;3;0;1;1;0;-1;-1;0
52;1;1;0;-1;-1;-1;-1;0
52;2;0;1;0;1;0;1;1
52;3;-1;-1;0;1;1;0;0
52;1;1;0;-1;-1;0;1;1
52;2;-1;-1;-1;-1;1;0;0
52;3;0;1;0;1;-1;-1;0
52;1;0;1;0;1;-1;-1;0
52;2;-1;-1;-1;-1;1;0;1
52;3;-1;-1;1;0;0;1;0
52;1;1;0;0;1;-1;-1;0
52;2;-1;-1;1;0;-1;-1;0
52;3;0;1;-1;-1;0;1;1
52;1;1;0;0;1;-1;-1;0
52;2;0;1;1;0;0;1;0
52;3;0;1;-1;-1;1;0;1
52;1;-1;-1;1;0;1;0;0
52;2;0;1;0;1;0;1;1
52;3;1;0;1;0;-1;-1;0
53;1;-1;-1;0;1;0;1;1
53;2;1;0;-1;-1;-1;-1;0
53;3;0;1;1;0;-1;-1;0
53;1;1;0;0;1;0;1;0
53;2;-1;-1;0;1;1;0;1
53;3;0;1;1;0;-1;-1;0
53;1;0;1;-1;-1;1;0;1
53;2;1;0;0;1;0;1;0
53;3;-1;-1;1;0;0;1;0
53;1;-1;-1;0;1;1;0;1
53;2;0;1;1;0;0;1;0
53;3;1;0;-1;-1;0;1;0
53;1;1;0;1;0;-1;-1;0
53;2;-1;-1;1;0;0;1;0
53;3;0;1;-1;-1;1;0;1
53;1;0;1;0;1;0;1;1
53;2;-1;-1;1;0;1;0;0
53;3;1;0;-1;-1;1;0;0
53;1;0;1;-1;-1;1;0;1
53;2;1;0;0;1;-1;-1;0
53;3;-1;-1;1;0;0;1;0
53;1;-1;-1;0;1;1;0;1
53;2;1;0;-1;-1;0;1;0
53;3;0;1;1;0;-1;-1;0
53;1;1;0;-1;-1;0;1;0
53;2;0;1;1;0;-1;-1;1
53;3;0;1;0;1;1;0;0
53;1;0;1;0;1;1;0;0
53;2;-1;-1;1;0;0;1;0
53;3;1;0;0;1;-1;-1;1
53;1;-1;-1;1;0;-1;-1;1
53;2;0;1;0;1;0;1;0
53;3;1;0;-1;-1;0;1;0
53;1;1;0;-1;-1;1;0;0
53;2;-1;-1;0;1;1;0;1
53;3;0;1;1;0;-1;-1;0
53;1;1;0;-1;-1;-1;-1;0
53;2;0;1;0;1;0;1;0
53;3;-1;-1;0;1;1;0;1
53;1;1;0;-1;-1;0;1;0
53;2;-1;-1;-1;-1;1;0;1
53;3;0;1;0;1;-1;-1;0
53;1;0;1;0;1;-1;-1;0
53;2;-1;-1;-1;-1;1;0;1
53;3;-1;-1;1;0;0;1;0
53;1;1;0;0;1;-1;-1;0
53;2;-1;-1;1;0;-1;-1;1
53;3;0;1;-1;-1;0;1;0
53;1;1;0;0;1;-1;-1;1
53;2;0;1;1;0;0;1;0
53;3;0;1;-1;-1;1;0;0
53;1;-1;-1;1;0;1;0;1
53;2;0;1;0;1;0;1;0
53;3;1;0;1;0;-1;-1;0
54;1;-1;-1;0;1;0;1;0
54;2;1;0;-1;-1;-1;-1;1
54;3;0;1;1;0;-1;-1;0
54;1;1;0;0;1;0;1;0
54;2;-1;-1;0;1;1;0;0
54;3;0;1;1;0;-1;-1;1
54;1;0;1;-1;-1;1;0;0
54;2;1;0;0;1;0;1;0
54;3;-1;-1;1;0;0;1;1
54;1;-1;-1;0;1;1;0;0
54;2;0;1;1;0;0;1;0
54;3;1;0;-1;-1;0;1;1
54;1;1;0;1;0;-1;-1;0
54;2;-1;-1;1;0;0;1;0
54;3;0;1;-1;-1;1;0;1
54;1;0;1;0;1;0;1;1
54;2;-1;-1;1;0;1;0;0
54;3;1;0;-1;-1;1;0;0
54;1;0;1;-1;-1;1;0;1
54;2;1;0;0;1;-1;-1;0
54;3;-1;-1;1;0;0;1;0
54;1;-1;-1;0;1;1;0;0
54;2;1;0;-1;-1;0;1;1
54;3;0;1;1;0;-1;-1;0
54;1;1;0;-1;-1;0;1;1
54;2;0;1;1;0;-1;-1;0
54;3;0;1;0;1;1;0;0
54;1;0;1;0;1;1;0;0
54;2;-1;-1;1;0;0;1;0
54;3;1;0;0;1;-1;-1;1
54;1;-1;-1;1;0;-1;-1;0
54;2;0;1;0;1;0;1;1
54;3;1;0;-1;-1;0;1;0
54;1;1;0;-1;-1;1;0;0
54;2;-1;-1;0;1;1;0;0
54;3;0;1;1;0;-1;-1;1
54;1;1;0;-1;-1;-1;-1;1
54;2;0;1;0;1;0;1;0
54;3;-1;-1;0;1;1;0;0
54;1;1;0;-1;-1;0;1;0
54;2;-1;-1;-1;-1;1;0;0
54;3;0;1;0;1;-1;-1;1
54;1;0;1;0;1;-1;-1;1
54;2;-1;-1;-1;-1;1;0;0
54;3;-1;-1;1;0;0;1;0
54;1;1;0;0;1;-1;-1;0
54;2;-1;-1;1;0;-1;-1;0
54;3;0;1;-1;-1;0;1;1
54;1;1;0;0;1;-1;-1;0
54;2;0;1;1;0;0;1;0
54;3;0;1;-1;-1;1;0;1
54;1;-1;-1;1;0;1;0;0
54;2;0;1;0;1;0;1;1
54;3;1;0;1;0;-1;-1;0
55;1;-1;-1;0;1;0;1;0
55;2;1;0;-1;-1;-1;-1;1
55;3;0;1;1;0;-1;-1;0
55;1;1;0;0;1;0;1;1
55;2;-1;-1;0;1;1;0;0
55;3;0;1;1;0;-1;-1;0
55;1;0;1;-1;-1;1;0;1
55;2;1;0;0;1;0;1;0
55;3;-1;-1;1;0;0;1;0
55;1;-1;-1;0;1;1;0;0
55;2;0;1;1;0;0;1;0
55;3;1;0;-1;-1;0;1;1
55;1;1;0;1;0;-1;-1;0
55;2;-1;-1;1;0;0;1;0
55;3;0;1;-1;-1;1;0;1
55;1;0;1;0;1;0;1;1
55;2;-1;-1;1;0;1;0;0
55;3;1;0;-1;-1;1;0;0
55;1;0;1;-1;-1;1;0;1
55;2;1;0;0;1;-1;-1;0
55;3;-1;-1;1;0;0;1;0
55;1;-1;-1;0;1;1;0;0
55;2;1;0;-1;-1;0;1;1
55;3;0;1;1;0;-1;-1;0
55;1;1;0;-1;-1;0;1;1
55;2;0;1;1;0;-1;-1;0
55;3;0;1;0;1;1;0;0
55;1;0;1;0;1;1;0;0
55;2;-1;-1;1;0;0;1;0
55;3;1;0;0;1;-1;-1;1
55;1;-1;-1;1;0;-1;-1;0
55;2;0;1;0;1;0;1;1
55;3;1;0;-1;-1;0;1;0
55;1;1;0;-1;-1;1;0;0
55;2;-1;-1;0;1;1;0;0
55;3;0;1;1;0;-1;-1;1
55;1;1;0;-1;-1;-1;-1;1
55;2;0;1;0;1;0;1;0
